tag,avg_throughput_pkts,avg_lat_ns,avg_timeout_pkts,timeout_rate
GA_predict,4160465.0,280475.0,110820.0,0.02663871951219512
GA_real,4104631.0,182235.0,15392.0,0.0037495507525390132
SGD_predict,4319905.333333333,233.66666666666666,100618.33333333333,0.000054090691493548164
