tag,episode,step,reward,throughput,normalized_throughput,timeout_rate,ip4-input,ip6-input,nat44-ed-in2out,nat44-ed-in2out-slowpath,arp-input,ip4-receive,ip4-mfib-forward-lookup,loop0-output
_fixed_all_256,4202,17,-0.1783832500370865,3309623,0.4728032857142857,0.013023730715027444,256,256,256,256,256,256,256,256
_fixed_all_256,4202,18,-0.0992850481980963,3414437,0.4877767142857143,0.011741235249676213,256,256,256,256,256,256,256,256
_fixed_all_256,4202,19,0.2088102274283541,3808567.0000000005,0.544081,0.006705415451432919,256,256,256,256,256,256,256,256
_fixed_all_256,4202,20,0.4659362487113573,5291474,0.7559248571428572,0.005799772168629997,256,256,256,256,256,256,256,256
_fixed_all_256,4202,21,-0.5630144706528104,5260799,0.7515427142857143,0.026291143698770492,256,256,256,256,256,256,256,256
_fixed_all_256,4202,22,-0.7556439863880976,4665556,0.666508,0.02844303972776195,256,256,256,256,256,256,256,256
_fixed_all_256,4202,23,-0.5318166186163504,5342129,0.7631612857142858,0.025899558086612724,256,256,256,256,256,256,256,256
_fixed_all_256,4202,24,-0.5093429622428597,5359923,0.7657032857142857,0.02550092495914291,256,256,256,256,256,256,256,256
_train_checkpoint_5000_steps,4224,1,0.30237292863781196,3615761,0.5165372857142857,0.004283287141529474,64,192,208,32,16,144,32,32
_train_checkpoint_5000_steps,4224,2,0.45945121358858276,4486343,0.6409061428571429,0.0036290985853712028,64,208,224,64,64,144,32,32
_train_checkpoint_5000_steps,4224,3,0.6124421059520547,5379396,0.7684851428571429,0.003120860738101763,256,256,96,64,64,48,16,224
_train_checkpoint_5000_steps,4224,4,0.5440102766200574,5159082,0.7370117142857143,0.003860028753313139,64,256,96,64,64,144,16,224
_train_checkpoint_5000_steps,4224,5,0.5508981268788394,5370200,0.7671714285714286,0.004325466033851784,256,256,80,48,64,48,48,224
_train_checkpoint_5000_steps,4224,6,0.48175158147472574,5009765,0.7156807142857143,0.004678582656219772,64,256,80,48,64,48,48,224
_train_checkpoint_5000_steps,4224,7,0.443050323604366,4443230,0.6347471428571428,0.003833936385055537,64,256,224,64,64,48,48,32
_train_checkpoint_5000_steps,4224,8,0.6137602387501169,5245896,0.7494137142857142,0.002713069510711947,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,9,0.6766604572859186,5191570,0.7416528571428571,0.0012998479971387696,64,192,208,64,16,112,32,32
_train_checkpoint_5000_steps,4224,10,0.6838494356726325,5230459,0.7472084285714286,0.0012671798579759217,64,192,208,64,16,112,32,32
_train_checkpoint_5000_steps,4224,11,0.5379589308626743,5189212,0.741316,0.004067141382746512,64,192,208,64,64,144,32,32
_train_checkpoint_5000_steps,4224,12,0.3971712572590677,4337082,0.6195831428571429,0.0044482377119615035,64,192,224,64,64,112,32,32
_train_checkpoint_5000_steps,4224,13,0.4183095836784179,4464878,0.6378397142857143,0.004390602612145927,64,192,208,64,64,144,32,32
_train_checkpoint_5000_steps,4224,14,0.4355599322072413,4559350,0.6513357142857142,0.004315515641569459,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,15,0.4282586738721804,4526902,0.6467002857142857,0.004368832236842105,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,16,0.23664833552631578,3358327,0.479761,0.004862253289473684,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,17,0.22201281038065246,3269583,0.4670832857142857,0.0049014095066726646,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,18,0.18358233704455773,3058158,0.43687971428571426,0.0050659475448231305,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,19,0.1596671806043401,2919558,0.4170797142857143,0.005148250673627484,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,20,0.24202698742658615,3394663,0.48495185714285716,0.00485849739432542,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,21,0.388658883687638,3747346.0000000005,0.5353351428571429,0.002933525183390097,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,22,0.45263391821155946,3982488.0000000005,0.5689268571428572,0.002325858778625954,64,192,208,64,64,112,32,32
_train_checkpoint_5000_steps,4224,23,0.6083397398499862,5129137,0.7327338571428571,0.002487882345857418,64,192,208,64,64,144,32,32
_train_checkpoint_5000_steps,4224,24,0.6036519613086654,5112047,0.7302924285714286,0.002532809345255264,64,192,208,64,64,144,32,32
_train_checkpoint_55000_steps,4240,1,0.7770544285714286,5439381,0.7770544285714286,0,224,256,224,128,192,16,16,16
_train_checkpoint_55000_steps,4240,2,0.7688035991824047,5385875,0.7694107142857143,0.00001214230206619126,224,256,224,128,192,16,16,16
_train_checkpoint_55000_steps,4240,3,0.7260115126303703,5091892,0.7274131428571429,0.000028032604535451153,80,256,96,128,192,16,16,16
_train_checkpoint_55000_steps,4240,4,0.7303342394082549,5132332,0.7331902857142857,0.0000571209261206155,208,256,96,128,192,16,16,16
_train_checkpoint_55000_steps,4240,5,0.771363350214676,5399917,0.7714167142857142,0.0000010672814207650273,208,256,224,128,192,16,16,16
_train_checkpoint_55000_steps,4240,6,0.633316202642932,5103457,0.7290652857142857,0.0019149816614270744,208,256,224,128,192,16,16,16
_train_checkpoint_55000_steps,4240,7,0.7367849372045319,5163085,0.7375835714285714,0.000015972684480791175,256,144,96,128,16,16,16,16
_train_checkpoint_55000_steps,4240,8,0.7324958571293174,5132395,0.7331992857142857,0.00001406857169936499,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,9,0.6801555297889276,4819489,0.6884984285714286,0.00016685797565002064,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,10,0.737658119018163,5167380,0.7381971428571429,0.000010780476779596498,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,11,0.6968088919936893,4914389,0.7020555714285714,0.00010493358869764202,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,12,0.7462242690592926,5227566,0.7467951428571429,0.000011417475957005468,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,13,0.4973509308502591,3726696,0.5323851428571429,0.0007006842401376754,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,14,0.6889570931545519,4872596,0.6960851428571428,0.00014256099405181974,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,15,0.7403645495248908,5191995,0.7417135714285714,0.000026980438073611504,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,16,0.7145973524532792,5009282,0.7156117142857142,0.000020287236648701615,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,17,0.6970969918666611,4896498,0.6994997142857143,0.00004805444838106485,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,18,0.7174900907401974,5027778,0.718254,0.000015278185196049673,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,19,0.7055687712239009,4947687,0.7068124285714286,0.000024873146950552184,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,20,0.7210886276235943,5048020,0.7211457142857143,0.0000011417332424006236,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,21,0.5700247142857143,3990173.0000000005,0.5700247142857143,0,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,22,0.6827752857142857,4779427,0.6827752857142857,0,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,23,0.6072637142857142,4250846,0.6072637142857142,0,256,144,96,224,16,16,16,16
_train_checkpoint_55000_steps,4240,24,0.7245504285714286,5071853,0.7245504285714286,0,256,144,96,224,16,16,16,16
_train_checkpoint_100000_steps,4246,1,0.5410710690479162,3953724,0.5648177142857143,0.00047493290475596054,208,176,224,160,192,16,16,16
_train_checkpoint_100000_steps,4246,2,0.7569312869682333,5298646,0.7569494285714286,0.00000036283206390488577,256,176,208,64,16,16,16,16
_train_checkpoint_100000_steps,4246,3,0.7542628571428571,5279840,0.7542628571428571,0,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,4,0.6809010058513281,4808953,0.6869932857142858,0.0001218455972591532,256,256,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,5,0.756428377076412,5295253,0.7564647142857143,0.0000007267441860465116,256,256,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,6,0.74069542718224,5209909,0.7442727142857143,0.0000715457420694864,256,256,96,64,16,16,16,16
_train_checkpoint_100000_steps,4246,7,0.7403429367296687,5196255,0.7423221428571428,0.00003958412254948385,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,8,0.733294730878187,5139260,0.73418,0.000017705382436260622,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,9,0.7347930084485407,5158252,0.7368931428571428,0.000042002688172043014,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,10,0.6008123944936689,4302665,0.6146664285714286,0.00027708068155519555,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,11,0.7459166049731563,5228370,0.74691,0.000019867900536874822,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,12,0.7437112246234402,5214352,0.7449074285714286,0.000023924078959766324,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,13,0.7478229754411863,5238357,0.7483367142857142,0.000010274776890558948,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,14,0.7435925841323785,5212892,0.7446988571428571,0.00002212546020957236,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,15,0.7451688709768493,5221586,0.7459408571428572,0.000015439723320158102,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,16,0.6704975867608689,4723784,0.6748262857142857,0.00008657397906833572,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,17,0.7198771483591392,5040072,0.7200102857142857,0.000002662747102931152,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,18,0.7162711263950893,5014966,0.7164237142857143,0.0000030517578125,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,19,0.7141737911130381,5004303,0.7149004285714285,0.00001453274916780889,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,20,0.7161960760034696,5014042,0.7162917142857143,0.0000019127656448927626,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,21,0.694024,4858168,0.694024,0,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,22,0.6984082857142857,4888858,0.6984082857142857,0,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,23,0.7289548571428571,5102684,0.7289548571428571,0,256,144,96,144,16,16,16,16
_train_checkpoint_100000_steps,4246,24,0.6864504285714286,4805153,0.6864504285714286,0,256,144,96,144,16,16,16,16
