tag,episode,step,reward,throughput,normalized_throughput,timeout_rate,ip4-input,ip6-input,nat44-ed-in2out,nat44-ed-in2out-slowpath,arp-input,ip4-receive,ip4-mfib-forward-lookup,loop0-output,arp_loss_rate,icmp_loss_rate,igmpv2_loss_rate,host_packet_loss_rate
_train_best_model,2088,13,0.4737184867011634,4688674,0.6698105714285715,0.00018669426684833875,96,176,192,80,16,16,16,16,0.020091488025831914,0.031359511186988945,0,0.02698583467814237
_train_best_model,2088,14,0.3836461836479536,4574027,0.6534324285714286,0.0002530074630886949,96,176,176,80,16,16,16,16,0.02763514144337597,0.03970478325859492,0,0.04057457326741908
_train_best_model,2088,15,0.58258742441472,4836715,0.6909592857142857,0.00010369520443449959,96,176,176,80,16,16,16,16,0.011618832914246077,0.015109412990621744,0,0.01662049861495845
_train_best_model,2088,16,0.25745420453229945,4141221,0.591603,0.0003132983305608365,96,176,192,80,16,16,16,16,0.03434800493624023,0.058957385188249896,0.040354128062590075,0
_train_best_model,2088,17,0.5824568791682787,4727704,0.6753862857142857,0.00008784487246225924,96,176,192,80,16,16,16,16,0.009945345399157781,0.01591176204683121,0.011314655172413793,0
_train_best_model,2088,18,0.7059006960675595,4954740,0.70782,0.00000196234803576811,96,176,192,80,16,16,16,16,0,0.0007677215729762006,0,0
_train_best_model,2088,19,0.1754645970528882,3976550,0.5680785714285714,0.00036737408736542507,96,240,192,80,16,16,16,16,0.040525975425738305,0.06937721845756696,0.047142395866968036,0
_train_best_model,2088,20,0.018868499408149164,3712795.9999999995,0.5303994285714285,0.0004817484103854815,96,240,192,80,16,16,16,16,0.04828927794942213,0.09228650137741047,0.06403659233847914,0
_train_best_model,2088,21,0.7241934285714285,5069354,0.7241934285714285,0,96,240,224,80,16,16,16,16,0,0,0,0
_train_best_model,2088,22,0.6702487142857143,4691741,0.6702487142857143,0,96,240,224,80,16,16,16,16,0,0,0,0
_train_best_model,2088,23,0.7238347142857143,5066843,0.7238347142857143,0,96,240,224,80,16,16,16,16,0,0,0,0
_train_best_model,2088,24,0.5920502857142858,4144352.0000000005,0.5920502857142858,0,96,240,224,80,16,16,16,16,0,0,0,0
_train_checkpoint_45000_steps,2094,1,0.7330276811483372,5212319,0.744617,0.000011167095483133219,80,192,144,256,176,16,16,16,0,0.0020305393112410655,0.0008946726311508743,0.0017105155982731937
